Id,QuoteNumber,OpportunityId,AccountId,Name,Status,ExpirationDate,Subtotal,Discount,TotalPrice,Tax,GrandTotal,ShippingHandling,Description,IsSyncing,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
0Q000010027,QT-100027,00600010027,00100010023,"Quote for Holloway, Morse and Gonzales - Q1 2024",Presented to Customer,2024-03-05,42337.65,4001.14,41403.43,3066.92,41403.43,254.99,"Market bill tonight mind draw team present experience.
Mind decide floor month listen open general. House institution major language all type they.",False,0050002,2024-02-04 17:21:13,2024-02-29 17:21:13,False
0Q000010028,QT-100028,00600010028,00100010023,"Quote for Holloway, Morse and Gonzales - Q4 2025",Accepted,2024-06-26,34428.41,2496.53,34486.43,2554.55,34486.43,493.23,Yet sing institution college break magazine. Above officer stage. Woman conference call visit.,False,0050002,2024-05-27 17:21:13,2024-06-11 17:21:13,False
0Q000010029,QT-100029,00600010029,00100010025,Quote for Kim-Wolfe - Q4 2024,In Review,2021-12-27,304862.9,22152.98,305326.71,22616.79,305326.71,79.93,"Central air many teach. Time bank ago start money argue.
Year reason participant also body. Relate page consider thing several money. Cell amount machine property say wonder along.",False,0050007,2021-11-27 17:21:13,2021-12-12 17:21:13,False
0Q000010030,QT-100030,00600010029,00100010025,Quote for Kim-Wolfe - Q4 2024,Approved,2021-12-22,316712.66,1170.17,340785.89,25243.4,340785.89,425.62,"Pm sense say voice including unit. Air speak task current.
Short statement act blue than over same mouth. Cup data build scientist change.",False,0050007,2021-11-22 17:21:13,2021-12-10 17:21:13,False
0Q000010031,QT-100031,00600010030,00100010026,Quote for Morgan-French - Q3 2025,Rejected,2022-10-31,156298.15,22125.22,144906.76,10733.83,144906.76,147.57,"There like education night choice nice.
Account partner cultural third glass. Either condition peace agree truth short blood. Mrs record friend.",False,0050011,2022-10-01 17:21:13,2022-10-28 17:21:13,False
0Q000010032,QT-100032,00600010031,00100010026,Quote for Morgan-French - Q1 2025,In Review,2022-10-22,25998.54,2163.76,25741.56,1906.78,25741.56,463.83,"Wind whether radio. Thought these research by up pull.
Card test throughout enough security. Course only again exactly nature tax.",False,0050011,2022-09-22 17:21:13,2022-10-12 17:21:13,False
0Q000010033,QT-100033,00600010031,00100010026,Quote for Morgan-French - Q1 2025,Draft,2022-10-19,28146.15,2864.61,27304.06,2022.52,27304.06,372.71,Without pay blue among perhaps hand. Able western season chance man pick act. Relate current wind oil personal nearly.,False,0050011,2022-09-19 17:21:13,2022-09-25 17:21:13,False
0Q000010034,QT-100034,00600010032,00100010026,Quote for Morgan-French - Q3 2024,Approved,2022-01-02,17974.26,1950.01,17306.19,1281.94,17306.19,189.62,Third site treat law sport boy. Run true carry modern check. Carry one assume no reduce. Field bad discussion above difference space.,False,0050011,2021-12-03 17:21:13,2021-12-22 17:21:13,False
0Q000010035,QT-100035,00600010033,00100010027,Quote for Sawyer Group - Q3 2025,In Review,2023-03-27,77519.03,10750.97,72109.5,5341.44,72109.5,136.82,Many Mr dog send crime. Also pay evening identify. Important seek build best program.,False,0050007,2023-02-25 17:21:13,2023-03-03 17:21:13,False
0Q000010036,QT-100036,00600010034,00100010030,Quote for Browning LLC - Q4 2025,Rejected,2022-03-01,52198.0,6531.74,49319.56,3653.3,49319.56,189.64,"Indicate require pull air kid send. Dinner minute white here possible build. Environment certain also.
Benefit if tend leg common receive box. Far imagine once simple political statement.",False,0050008,2022-01-30 17:21:13,2022-02-06 17:21:13,False
0Q000010037,QT-100037,00600010035,00100010031,"Quote for Henson, Hoffman and Herman - Q4 2024",Rejected,2023-07-27,70179.67,1802.21,73847.66,5470.2,73847.66,182.09,"Least card option item walk. Section field environmental move network hand finally. Early least surface work could medical cold prepare.
Where material everybody interview from involve use.",False,0050014,2023-06-27 17:21:13,2023-07-20 17:21:13,False
0Q000010038,QT-100038,00600010035,00100010031,"Quote for Henson, Hoffman and Herman - Q4 2024",In Review,2023-07-19,69150.33,235.91,74427.57,5513.15,74427.57,309.61,Conference act capital again good name. Pattern three seem serious yourself. Building finally true break half.,False,0050014,2023-06-19 17:21:13,2023-07-07 17:21:13,False
0Q000010039,QT-100039,00600010036,00100010032,Quote for Vaughn and Sons - Q1 2024,Draft,2023-10-01,17301.24,539.67,18102.5,1340.93,18102.5,499.05,Politics although yeah size. Write pretty sister according keep later. Anything information use success.,False,0050004,2023-09-01 17:21:13,2023-09-23 17:21:13,False
0Q000010040,QT-100040,00600010036,00100010032,Quote for Vaughn and Sons - Q1 2024,Presented to Customer,2023-09-03,16700.4,487.91,17509.49,1297.0,17509.49,11.48,"Off card walk mouth. Toward four fast Republican benefit series whom.
Act respond season along investment buy. Kitchen mind art north.",False,0050004,2023-08-04 17:21:13,2023-09-02 17:21:13,False
0Q000010041,QT-100041,00600010037,00100010032,Quote for Vaughn and Sons - Q2 2025,Accepted,2023-01-18,105410.66,10348.82,102666.79,7604.95,102666.79,130.0,"Mission may your meet ever. Record even deep product which commercial. Common glass here movement.
Heavy compare memory present line many.",False,0050004,2022-12-19 17:21:13,2023-01-10 17:21:13,False
0Q000010042,QT-100042,00600010038,00100010033,Quote for Rodriguez Inc - Q2 2024,Draft,2022-10-06,16541.37,609.14,17206.81,1274.58,17206.81,44.36,"Kid east lawyer will huge laugh work cost. Too lead oil determine. Us they response trouble these.
Expert base class away. Window hotel admit notice. Real raise sure at same his look.",False,0050003,2022-09-06 17:21:13,2022-09-17 17:21:13,False
0Q000010043,QT-100043,00600010041,00100010035,Quote for Mcdaniel Group - Q4 2024,In Review,2024-11-29,250514.05,5603.44,264503.46,19592.85,264503.46,494.29,"Foreign offer provide mouth yes. Culture official know single message until. Mean laugh only behavior indicate.
Success church enjoy effort talk. Positive Mr wall specific ok.",False,0050002,2024-10-30 17:21:13,2024-11-21 17:21:13,False
0Q000010044,QT-100044,00600010042,00100010036,"Quote for Villegas, Cardenas and Austin - Q1 2025",Approved,2026-02-12,19436.76,2480.03,18313.27,1356.54,18313.27,473.98,"Officer top will audience improve camera. Police yeah drug before movement himself.
Between find science loss way try final scene. Theory teach growth total able save.",False,0050016,2026-01-13 17:21:13,2026-02-02 17:21:13,False
0Q000010045,QT-100045,00600010043,00100010037,"Quote for Carlson, Ware and Moore - Q2 2024",Approved,2021-05-22,280667.8,7984.25,294498.23,21814.68,294498.23,361.11,"Finally us let religious. Yeah body teach we sing next economy blue.
Issue take interest strong. Theory seven hair husband. Five mission discussion.",False,0050006,2021-04-22 17:21:13,2021-04-23 17:21:13,False
0Q000010046,QT-100046,00600010046,00100010039,Quote for Foster LLC - Q2 2025,Accepted,2024-04-08,411367.24,32650.99,409013.55,30297.3,409013.55,141.35,Stock too positive authority. How pass unit together include. Job wear development scientist American federal everything within.,False,0050003,2024-03-09 17:21:13,2024-03-19 17:21:13,False
0Q000010047,QT-100047,00600010047,00100010039,Quote for Foster LLC - Q4 2025,Approved,2024-02-17,3116.84,173.85,3178.43,235.44,3178.43,127.34,"Question movement result.
Interview deal most peace not in. Region movie back particularly. Wonder assume almost.
Century reality laugh. Respond couple let fine.",False,0050003,2024-01-18 17:21:13,2024-02-12 17:21:13,False
0Q000010048,QT-100048,00600010048,00100010040,Quote for Bell Inc - Q1 2025,Presented to Customer,2022-02-09,42876.15,5746.3,40100.24,2970.39,40100.24,424.82,"Agree my personal since read into election. These environmental three still national close.
Free oil police reality man green fact.",False,0050014,2022-01-10 17:21:13,2022-01-30 17:21:13,False
0Q000010049,QT-100049,00600010049,00100010040,Quote for Bell Inc - Q1 2024,Approved,2022-02-26,77247.46,9722.88,72926.55,5401.97,72926.55,200.88,"Pick at history decision half purpose offer. Pretty theory box.
Black force personal nice. Available a experience vote employee.",False,0050014,2022-01-27 17:21:13,2022-02-11 17:21:13,False
0Q000010050,QT-100050,00600010050,00100010041,"Quote for Lucas, Williams and Zimmerman - Q3 2025",In Review,2025-02-15,41717.17,4204.22,40513.99,3001.04,40513.99,295.2,Shoulder me identify. Reveal understand use wrong adult late. Meeting fund cause other usually although operation effort.,False,0050017,2025-01-16 17:21:13,2025-01-29 17:21:13,False
0Q000010051,QT-100051,00600010051,00100010042,Quote for Larson Inc - Q4 2024,Accepted,2024-09-21,118328.9,14555.37,112075.41,8301.88,112075.41,62.41,"Method move billion beautiful. Fear us sister front future stay brother job.
Recognize debate result. Adult floor public purpose head she. Behind reality east ability establish quite home.",False,0050003,2024-08-22 17:21:13,2024-08-28 17:21:13,False
0Q000010052,QT-100052,00600010052,00100010043,Quote for Griffith Inc - Q1 2024,In Review,2022-08-12,146969.76,9903.48,148031.58,10965.3,148031.58,242.77,"Spend we thousand alone full factor cause. Never claim report soon before onto.
Program medical save water more eight maintain marriage. During change modern want hard point family actually.",False,0050013,2022-07-13 17:21:13,2022-08-02 17:21:13,False
0Q000010053,QT-100053,00600010054,00100010045,"Quote for Henderson, Parsons and Young - Q3 2025",Approved,2023-01-25,123408.81,10193.15,122272.91,9057.25,122272.91,416.05,"Follow a space boy cost short practice. Firm its author age nothing. Activity ago our husband food class must color.
Commercial reach now positive find picture boy. Me partner age always human.",False,0050017,2022-12-26 17:21:13,2023-01-22 17:21:13,False
0Q000010054,QT-100054,00600010055,00100010046,Quote for Burgess-Kelly - Q3 2024,Accepted,2023-06-06,1048638.42,36761.21,1092827.39,80950.18,1092827.39,287.33,"About some indeed prevent. These item lawyer.
Administration begin cell large whole view. Without agency tell. Indeed reduce life hit certainly something.",False,0050008,2023-05-07 17:21:13,2023-05-22 17:21:13,False
0Q000010055,QT-100055,00600010056,00100010046,Quote for Burgess-Kelly - Q4 2024,In Review,2022-09-27,47631.96,665.14,50724.17,3757.35,50724.17,272.9,"Different summer deal nice until. Space product campaign politics enough oil design as.
Around project cultural appear trial let. Meeting doctor during answer.",False,0050008,2022-08-28 17:21:13,2022-08-29 17:21:13,False
0Q000010056,QT-100056,00600010056,00100010046,Quote for Burgess-Kelly - Q4 2024,Rejected,2022-10-08,47582.18,5269.1,45698.13,3385.05,45698.13,208.69,"Your truth contain use dinner. These important service his defense head.
Physical system series. Assume general natural future enjoy add must.",False,0050008,2022-09-08 17:21:13,2022-09-17 17:21:13,False
0Q000010057,QT-100057,00600010057,00100010047,"Quote for Lee, Kelly and Norman - Q3 2025",Approved,2025-11-18,876136.11,42311.48,900530.6,66705.97,900530.6,87.84,"Safe sometimes effect. Focus service along others our claim.
Develop subject election sometimes thus consider full. Hundred include occur town simple bring kitchen.",False,0050015,2025-10-19 17:21:13,2025-11-05 17:21:13,False
0Q000010058,QT-100058,00600010057,00100010047,"Quote for Lee, Kelly and Norman - Q3 2025",Rejected,2025-10-21,846109.09,80745.81,826592.34,61229.06,826592.34,332.68,"Second save national century send. Future take pressure free soon black politics whom.
True never environmental especially boy structure. Few throughout matter take present.",False,0050015,2025-09-21 17:21:13,2025-09-30 17:21:13,False
0Q000010059,QT-100059,00600010058,00100010048,Quote for Acosta LLC - Q1 2025,Approved,2022-07-23,506147.43,13.3,546624.86,40490.73,546624.86,137.37,"Future because wife fire spend. Treatment front relate region trade evidence player. Democratic suggest health minute room.
Power point public pay both. You like tough ask contain interest follow.",False,0050019,2022-06-23 17:21:13,2022-07-11 17:21:13,False
0Q000010060,QT-100060,00600010060,00100010049,Quote for Fitzgerald Group - Q2 2024,Presented to Customer,2025-08-30,258087.56,19626.9,257537.51,19076.85,257537.51,332.06,Far middle artist box any recognize message. Language chance floor detail theory throughout.,False,0050009,2025-07-31 17:21:13,2025-08-24 17:21:13,False
0Q000010061,QT-100061,00600010061,00100010049,Quote for Fitzgerald Group - Q1 2024,Approved,2025-04-24,470462.99,57325.04,446188.99,33051.04,446188.99,350.88,"Item better inside cup nor everyone. Huge likely recent number.
Behavior along follow when. Administration develop way include. Network by only friend school set perform. Remain city catch.",False,0050009,2025-03-25 17:21:13,2025-04-16 17:21:13,False
0Q000010062,QT-100062,00600010062,00100010050,Quote for Ward PLC - Q1 2024,Approved,2024-08-09,127387.91,8526.3,128370.54,9508.93,128370.54,233.29,"Whom theory ask discussion consider. Pressure record indeed each drug. First who carry former once.
Term out law whether avoid. Sister amount read themselves crime may.",False,0050016,2024-07-10 17:21:13,2024-08-05 17:21:13,False
0Q000010063,QT-100063,00600010063,00100010053,Quote for Peck-Griffith - Q2 2024,Rejected,2022-06-26,593018.28,26767.91,611550.4,45300.03,611550.4,144.56,"Artist color nor window PM one individual.
Eat foreign generation technology democratic although fish. Claim area ago where ahead under finish. Appear body center alone data market impact them.",False,0050005,2022-05-27 17:21:13,2022-06-19 17:21:13,False
0Q000010064,QT-100064,00600010065,00100010057,"Quote for Washington, Bernard and Ramirez - Q2 2024",In Review,2024-03-21,56261.11,2241.29,58341.41,4321.59,58341.41,349.33,Thus all lay go off ever owner evidence. Nearly economy protect teach able writer. Mother inside because fact. Decide material collection bag.,False,0050003,2024-02-20 17:21:13,2024-03-17 17:21:13,False
0Q000010065,QT-100065,00600010066,00100010059,Quote for Zuniga LLC - Q3 2025,Accepted,2023-08-10,6648.1,146.9,7021.3,520.1,7021.3,79.4,"Direction word TV which.
Visit back building edge president. Receive management when enjoy large property other tax. Religious Congress structure town not.",False,0050018,2023-07-11 17:21:13,2023-08-02 17:21:13,False
0Q000010066,QT-100066,00600010069,00100010060,Quote for Miller-Caldwell - Q4 2024,In Review,2025-05-01,17531.52,1411.88,17409.21,1289.57,17409.21,37.43,"That outside drive wife year very support interview. Score training exactly his.
Option important catch use. Control happy phone. Everything business involve argue.",False,0050010,2025-04-01 17:21:13,2025-04-16 17:21:13,False
0Q000010067,QT-100067,00600010069,00100010060,Quote for Miller-Caldwell - Q4 2024,Rejected,2025-06-12,20041.56,746.76,20838.38,1543.58,20838.38,349.0,"Next similar community style. Opportunity suggest sometimes grow affect main.
Month team build how describe. Beautiful there kind guess indeed between.",False,0050010,2025-05-13 17:21:13,2025-05-31 17:21:13,False
0Q000010068,QT-100068,00600010070,00100010061,"Quote for Wilson, Hendricks and Phillips - Q4 2025",Approved,2023-09-23,268869.47,21700.27,266942.74,19773.54,266942.74,205.39,"Nor mean fish green. By green answer dinner difference nearly.
Baby really top describe fast right support.
Citizen course front you project run allow bill. Few continue about true.",False,0050005,2023-08-24 17:21:13,2023-09-07 17:21:13,False
0Q000010069,QT-100069,00600010072,00100010062,"Quote for Aguilar, Davis and Dixon - Q4 2024",Accepted,2021-09-28,9811.75,630.63,9915.61,734.49,9915.61,188.71,Land she play allow card. Administration may thousand save candidate foot follow break.,False,0050017,2021-08-29 17:21:13,2021-09-15 17:21:13,False
0Q000010070,QT-100070,00600010073,00100010062,"Quote for Aguilar, Davis and Dixon - Q1 2024",Draft,2021-03-05,48461.61,1827.1,50365.27,3730.76,50365.27,200.3,Break politics soldier green. Side as stand cell charge. Nice method beat after anyone seat tree.,False,0050017,2021-02-03 17:21:13,2021-02-16 17:21:13,False
0Q000010071,QT-100071,00600010074,00100010064,Quote for Garcia Inc - Q2 2024,Accepted,2024-11-08,137233.26,8192.15,139364.4,10323.29,139364.4,27.03,Red never month provide soon by. Many not way thought rather once grow agency. Apply alone stand describe point down ready.,False,0050019,2024-10-09 17:21:13,2024-10-22 17:21:13,False
0Q000010072,QT-100072,00600010074,00100010064,Quote for Garcia Inc - Q2 2024,Accepted,2024-11-09,138799.04,8306.96,140931.45,10439.37,140931.45,239.77,"Loss result beautiful. Cost thank somebody town major. Within black choice girl scene.
Rather man lay nor idea type late. Yes actually year only quite. Necessary take shake generation small source.",False,0050019,2024-10-10 17:21:13,2024-10-19 17:21:13,False
0Q000010073,QT-100073,00600010075,00100010064,Quote for Garcia Inc - Q2 2025,Rejected,2025-04-30,3489.25,213.89,3537.39,262.03,3537.39,444.44,Much wonder who choose anyone. Hot skin happen want thing seat. Southern indeed former program business agency democratic.,False,0050019,2025-03-31 17:21:13,2025-04-08 17:21:13,False
0Q000010074,QT-100074,00600010078,00100010069,Quote for Norton-Miller - Q1 2025,Approved,2024-05-28,78343.22,8201.44,75753.12,5611.34,75753.12,102.33,Rich defense reality. Rather then attention green lead marriage include. Discussion growth we our establish. Single test drug who production someone ball.,False,0050019,2024-04-28 17:21:13,2024-05-02 17:21:13,False
0Q000010075,QT-100075,00600010081,00100010071,Quote for Lopez-Willis - Q4 2025,Rejected,2023-05-31,19713.71,82.95,21201.22,1570.46,21201.22,465.26,"Attack pull glass news participant operation.
Writer security keep enjoy major issue. Few them under sister sing lead risk. Thousand whether strong all her.",False,0050009,2023-05-01 17:21:13,2023-05-30 17:21:13,False
0Q000010076,QT-100076,00600010081,00100010071,Quote for Lopez-Willis - Q4 2025,Rejected,2023-06-20,19823.98,1920.19,19336.09,1432.3,19336.09,264.56,Right apply market government view our without. Congress forward late mother sense student heart. Show interesting energy night start professional country.,False,0050009,2023-05-21 17:21:13,2023-06-07 17:21:13,False
0Q000010077,QT-100077,00600010082,00100010073,Quote for Torres Group - Q2 2024,Approved,2021-04-18,9829.76,1050.45,9481.65,702.34,9481.65,333.82,Agent they leader fight minute president young. Drive computer consider leg according cold guy.,False,0050003,2021-03-19 17:21:13,2021-04-16 17:21:13,False
0Q000010078,QT-100078,00600010083,00100010073,Quote for Torres Group - Q2 2024,Draft,2021-05-08,82309.66,7450.69,80847.69,5988.72,80847.69,231.81,"Matter training shoulder table care stop garden. East church guy capital weight.
Tough road Mr say somebody. Must go land appear relate left spring who.",False,0050003,2021-04-08 17:21:13,2021-04-12 17:21:13,False
0Q000010079,QT-100079,00600010084,00100010074,"Quote for Jones, Abbott and Pope - Q4 2024",Rejected,2025-04-12,50737.57,6913.62,47329.87,3505.92,47329.87,265.85,"Wish six baby yeah. Spend sell remember yard case rule.
Present bar piece word if prevent reality while. Involve want federal many.",False,0050001,2025-03-13 17:21:13,2025-04-03 17:21:13,False
0Q000010080,QT-100080,00600010085,00100010074,"Quote for Jones, Abbott and Pope - Q4 2025",Approved,2025-10-16,355562.85,512.42,383454.46,28404.03,383454.46,338.45,"Own career industry. Common serious store usually remember wide. Conference apply parent scene.
Tend want here item control. Blue evidence activity give get. Reality particularly think help.",False,0050001,2025-09-16 17:21:13,2025-10-15 17:21:13,False
0Q000010081,QT-100081,00600010086,00100010076,Quote for Mullen-Hall - Q1 2025,Approved,2023-12-23,6529.91,468.28,6546.56,484.93,6546.56,441.68,"Might cut issue clearly.
Country force where cut. Better site as fast force staff gas. National picture quite.
Spend process behavior nor anything campaign.",False,0050004,2023-11-23 17:21:13,2023-12-23 17:21:13,False
