Id,AccountId,Name,StageName,Probability,Amount,CloseDate,Type,LeadSource,NextStep,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00600010014,00100010014,Anderson-Marshall - Q3 2025,Value Proposition,40,132405.5,2023-09-02,New Business,Campaign,Onto although require goal can color should.,False,False,Pipeline,Omitted,70101003,True,0050004,2023-06-01 17:21:13,2023-06-11 17:21:13,False
00600010015,00100010014,Anderson-Marshall - Q3 2025,Value Proposition,40,49200.83,2023-12-04,Existing Customer - Replacement,Campaign,Base join property report travel call very thousand.,False,False,Pipeline,Omitted,,True,0050004,2023-10-04 17:21:13,2023-12-12 17:21:13,False
00600010016,00100010015,"Lewis, Perry and Rivera - Q3 2024",Prospecting,5,4286841.53,2024-12-15,New Business,Partner Referral,Best pressure senior analysis.,False,False,Pipeline,Omitted,,True,0050013,2024-06-28 17:21:13,2024-08-20 17:21:13,False
00600010017,00100010015,"Lewis, Perry and Rivera - Q4 2024",Value Proposition,40,109663.23,2024-09-27,Existing Customer - Upgrade,Purchased List,Answer almost Congress around growth white particularly significant.,False,False,Pipeline,Omitted,70101000,True,0050013,2024-06-05 17:21:13,2024-08-26 17:21:13,False
00600010018,00100010016,Vargas-Alvarado - Q2 2025,Prospecting,5,765344.0,2022-02-05,Existing Customer - Replacement,Purchased List,Fish thought how high.,False,False,Pipeline,Omitted,,True,0050012,2021-10-06 17:21:13,2021-11-18 17:21:13,False
00600010019,00100010016,Vargas-Alvarado - Q4 2024,Closed Lost,0,249055.08,2022-03-16,New Business,Partner Referral,,True,False,Closed,Closed,70101019,True,0050012,2022-01-08 17:21:13,2022-02-06 17:21:13,False
00600010020,00100010017,Martinez Ltd - Q2 2025,Proposal/Price Quote,60,42555.63,2022-06-15,Existing Customer - Replacement,Trade Show,Edge data force senior for sometimes glass.,False,False,Best Case,Best Case,,True,0050013,2022-05-14 17:21:13,2022-05-27 17:21:13,False
00600010021,00100010018,Patel-Stanley - Q1 2024,Closed Won,100,15171.6,2024-10-02,New Business,Web,,True,True,Closed,Closed,,True,0050001,2024-07-08 17:21:13,2024-08-26 17:21:13,False
00600010022,00100010019,Freeman LLC - Q4 2024,Closed Won,100,15290.09,2025-05-03,New Business,Trade Show,,True,True,Closed,Closed,,True,0050009,2025-03-03 17:21:13,2025-03-26 17:21:13,False
00600010023,00100010019,Freeman LLC - Q3 2024,Qualification,10,108277.96,2026-01-21,Existing Customer - Upgrade,Phone Inquiry,Who grow pattern do house fish.,False,False,Pipeline,Omitted,,True,0050009,2025-10-05 17:21:13,2025-12-20 17:21:13,False
00600010024,00100010020,Hall-Griffith - Q4 2025,Negotiation/Review,80,6965.57,2022-06-13,New Business,Phone Inquiry,Book draw Mr health card order hospital able.,False,False,Commit,Commit,,True,0050003,2022-04-20 17:21:13,2022-06-27 17:21:13,False
00600010025,00100010020,Hall-Griffith - Q3 2024,Value Proposition,40,462116.59,2022-08-02,Existing Customer - Upgrade,Phone Inquiry,Issue thus red city your.,False,False,Pipeline,Omitted,,True,0050003,2022-02-07 17:21:13,2022-03-16 17:21:13,False
00600010026,00100010020,Hall-Griffith - Q4 2025,Closed Won,100,628433.53,2022-08-29,Existing Customer - Upgrade,Phone Inquiry,,True,True,Closed,Closed,,True,0050003,2022-05-22 17:21:13,2022-08-08 17:21:13,False
00600010027,00100010023,"Holloway, Morse and Gonzales - Q1 2024",Negotiation/Review,80,39063.58,2024-02-19,Existing Customer - Replacement,Campaign,Box probably sort month design.,False,False,Commit,Commit,,True,0050002,2024-01-08 17:21:13,2024-01-30 17:21:13,False
00600010028,00100010023,"Holloway, Morse and Gonzales - Q4 2025",Closed Won,100,32881.66,2024-09-05,New Business,Phone Inquiry,,True,True,Closed,Closed,,True,0050002,2024-04-29 17:21:13,2024-05-23 17:21:13,False
00600010029,00100010025,Kim-Wolfe - Q4 2024,Needs Analysis,20,295496.95,2022-04-23,New Business,Partner Referral,According ten how your.,False,False,Pipeline,Omitted,,True,0050007,2021-11-08 17:21:13,2022-01-18 17:21:13,False
00600010030,00100010026,Morgan-French - Q3 2025,Negotiation/Review,80,144918.26,2023-01-01,Existing Customer - Upgrade,Web,Reality citizen best develop together set book meet.,False,False,Commit,Commit,,True,0050011,2022-08-21 17:21:13,2022-10-22 17:21:13,False
00600010031,00100010026,Morgan-French - Q1 2025,Needs Analysis,20,27989.28,2022-10-21,New Business,Purchased List,Guess receive dream stage article.,False,False,Pipeline,Omitted,,True,0050011,2022-08-20 17:21:13,2022-09-23 17:21:13,False
00600010032,00100010026,Morgan-French - Q3 2024,Value Proposition,40,18142.33,2022-04-04,Existing Customer - Replacement,Partner Referral,When can late around order.,False,False,Pipeline,Omitted,,True,0050011,2021-10-25 17:21:13,2021-11-14 17:21:13,False
00600010033,00100010027,Sawyer Group - Q3 2025,Value Proposition,40,75211.75,2023-03-31,Existing Customer - Downgrade,Campaign,Decade feeling relate child education bad.,False,False,Pipeline,Omitted,,True,0050007,2023-01-24 17:21:13,2023-03-14 17:21:13,False
00600010034,00100010030,Browning LLC - Q4 2025,Negotiation/Review,80,57880.21,2022-04-23,New Business,Web,Never loss some less red.,False,False,Commit,Commit,,True,0050008,2022-01-15 17:21:13,2022-01-22 17:21:13,False
00600010035,00100010031,"Henson, Hoffman and Herman - Q4 2024",Proposal/Price Quote,60,66298.15,2023-08-31,New Business,Campaign,Strong major man go write.,False,False,Best Case,Best Case,70101019,True,0050014,2023-04-29 17:21:13,2023-05-31 17:21:13,False
00600010036,00100010032,Vaughn and Sons - Q1 2024,Needs Analysis,20,18057.13,2023-11-20,Existing Customer - Downgrade,Trade Show,Have ability movement ever forward able alone.,False,False,Pipeline,Omitted,,True,0050004,2023-07-06 17:21:13,2023-09-03 17:21:13,False
00600010037,00100010032,Vaughn and Sons - Q2 2025,Closed Won,100,101633.09,2023-04-21,New Business,Phone Inquiry,,True,True,Closed,Closed,,True,0050004,2022-11-30 17:21:13,2023-01-15 17:21:13,False
00600010038,00100010033,Rodriguez Inc - Q2 2024,Value Proposition,40,16113.83,2023-01-13,Existing Customer - Replacement,Purchased List,Same wonder down offer significant.,False,False,Pipeline,Omitted,,True,0050003,2022-08-08 17:21:13,2022-09-14 17:21:13,False
00600010039,00100010034,Lam LLC - Q2 2024,Closed Lost,0,471588.77,2026-05-29,New Business,Phone Inquiry,,True,False,Closed,Closed,,True,0050014,2026-01-10 17:21:13,2026-03-18 17:21:13,False
00600010040,00100010035,Mcdaniel Group - Q1 2024,Qualification,10,2976.91,2025-03-27,Existing Customer - Upgrade,Phone Inquiry,Since TV front wonder type.,False,False,Pipeline,Omitted,,True,0050002,2024-12-09 17:21:13,2025-03-01 17:21:13,False
00600010041,00100010035,Mcdaniel Group - Q4 2024,Value Proposition,40,250201.63,2025-01-13,New Business,Campaign,Budget speak sign available fall billion.,False,False,Pipeline,Omitted,,True,0050002,2024-09-27 17:21:13,2024-11-19 17:21:13,False
00600010042,00100010036,"Villegas, Cardenas and Austin - Q1 2025",Value Proposition,40,19068.22,2026-01-12,New Business,Trade Show,Edge tax such at.,False,False,Pipeline,Omitted,,True,0050016,2025-11-20 17:21:13,2026-02-10 17:21:13,False
00600010043,00100010037,"Carlson, Ware and Moore - Q2 2024",Negotiation/Review,80,301730.9,2021-04-13,Existing Customer - Downgrade,Partner Referral,Along project law side.,False,False,Commit,Commit,,True,0050006,2021-02-23 17:21:13,2021-03-26 17:21:13,False
00600010044,00100010038,Smith Ltd - Q2 2024,Prospecting,5,35786.59,2024-02-03,New Business,Purchased List,Water month coach defense put yes inside.,False,False,Pipeline,Omitted,70101011,True,0050003,2023-11-23 17:21:13,2024-02-05 17:21:13,False
00600010045,00100010038,Smith Ltd - Q3 2025,Qualification,10,170766.7,2023-12-26,Existing Customer - Replacement,Campaign,Film region interesting page affect.,False,False,Pipeline,Omitted,70101019,True,0050003,2023-11-05 17:21:13,2023-12-12 17:21:13,False
00600010046,00100010039,Foster LLC - Q2 2025,Closed Won,100,385011.79,2024-07-22,Existing Customer - Downgrade,Web,,True,True,Closed,Closed,70101019,True,0050003,2024-02-17 17:21:13,2024-02-19 17:21:13,False
00600010047,00100010039,Foster LLC - Q4 2025,Proposal/Price Quote,60,2891.2,2024-05-21,New Business,Partner Referral,Suggest adult skill own.,False,False,Best Case,Best Case,70101009,True,0050003,2023-12-13 17:21:13,2023-12-31 17:21:13,False
00600010048,00100010040,Bell Inc - Q1 2025,Needs Analysis,20,40263.78,2022-04-27,New Business,Purchased List,Performance find doctor serve environmental may.,False,False,Pipeline,Omitted,,True,0050014,2021-11-21 17:21:13,2022-01-26 17:21:13,False
00600010049,00100010040,Bell Inc - Q1 2024,Needs Analysis,20,72947.88,2022-02-17,Existing Customer - Upgrade,Trade Show,Look style mouth picture.,False,False,Pipeline,Omitted,,True,0050014,2021-12-18 17:21:13,2022-02-08 17:21:13,False
00600010050,00100010041,"Lucas, Williams and Zimmerman - Q3 2025",Proposal/Price Quote,60,40129.38,2025-03-20,Existing Customer - Upgrade,Web,Far drive care who.,False,False,Best Case,Best Case,70101008,True,0050017,2025-01-01 17:21:13,2025-01-02 17:21:13,False
00600010051,00100010042,Larson Inc - Q4 2024,Closed Won,100,109591.13,2024-12-14,New Business,Purchased List,,True,True,Closed,Closed,,True,0050003,2024-07-01 17:21:13,2024-08-15 17:21:13,False
00600010052,00100010043,Griffith Inc - Q1 2024,Needs Analysis,20,158086.52,2022-12-07,Existing Customer - Replacement,Purchased List,Listen kid serious assume until bit.,False,False,Pipeline,Omitted,,True,0050013,2022-06-25 17:21:13,2022-09-21 17:21:13,False
00600010053,00100010045,"Henderson, Parsons and Young - Q2 2024",Qualification,10,104859.76,2023-03-23,Existing Customer - Replacement,Partner Referral,Scientist apply fine.,False,False,Pipeline,Omitted,,True,0050017,2023-02-11 17:21:13,2023-04-30 17:21:13,False
00600010054,00100010045,"Henderson, Parsons and Young - Q3 2025",Value Proposition,40,131945.78,2023-02-02,Existing Customer - Upgrade,Purchased List,Child next ahead.,False,False,Pipeline,Omitted,,True,0050017,2022-11-21 17:21:13,2023-02-16 17:21:13,False
00600010055,00100010046,Burgess-Kelly - Q3 2024,Closed Won,100,1070202.52,2023-06-15,Existing Customer - Upgrade,Trade Show,,True,True,Closed,Closed,,True,0050008,2023-03-20 17:21:13,2023-04-12 17:21:13,False
00600010056,00100010046,Burgess-Kelly - Q4 2024,Proposal/Price Quote,60,46009.62,2022-12-03,New Business,Trade Show,Actually benefit fact sort face environmental down.,False,False,Best Case,Best Case,,True,0050008,2022-08-02 17:21:13,2022-08-20 17:21:13,False
00600010057,00100010047,"Lee, Kelly and Norman - Q3 2025",Value Proposition,40,908304.84,2025-12-26,New Business,Phone Inquiry,Stay foot data area stuff teach form.,False,False,Pipeline,Omitted,,True,0050015,2025-08-28 17:21:13,2025-09-04 17:21:13,False
00600010058,00100010048,Acosta LLC - Q1 2025,Proposal/Price Quote,60,489416.93,2022-10-29,Existing Customer - Replacement,Partner Referral,Country use consumer shake star ready identify.,False,False,Best Case,Best Case,,True,0050019,2022-05-26 17:21:13,2022-07-14 17:21:13,False
00600010059,00100010049,Fitzgerald Group - Q2 2024,Prospecting,5,83252.17,2025-07-24,New Business,Trade Show,Near difficult plant eight.,False,False,Pipeline,Omitted,,True,0050009,2025-03-21 17:21:13,2025-04-05 17:21:13,False
00600010060,00100010049,Fitzgerald Group - Q2 2024,Value Proposition,40,259946.87,2025-09-16,New Business,Partner Referral,Item seven exist most.,False,False,Pipeline,Omitted,,True,0050009,2025-06-15 17:21:13,2025-08-24 17:21:13,False
00600010061,00100010049,Fitzgerald Group - Q1 2024,Proposal/Price Quote,60,429695.34,2025-06-06,New Business,Partner Referral,Military like opportunity war.,False,False,Best Case,Best Case,,True,0050009,2025-02-22 17:21:13,2025-04-02 17:21:13,False
00600010062,00100010050,Ward PLC - Q1 2024,Value Proposition,40,125088.73,2024-09-24,Existing Customer - Replacement,Trade Show,On evidence score light impact early song resource.,False,False,Pipeline,Omitted,,True,0050016,2024-06-11 17:21:13,2024-07-15 17:21:13,False
00600010063,00100010053,Peck-Griffith - Q2 2024,Proposal/Price Quote,60,560394.72,2022-06-09,Existing Customer - Upgrade,Purchased List,Special past blue number century almost.,False,False,Best Case,Best Case,,True,0050005,2022-05-10 17:21:13,2022-07-30 17:21:13,False
00600010064,00100010053,Peck-Griffith - Q4 2024,Closed Lost,0,82423.07,2023-03-18,Existing Customer - Replacement,Partner Referral,,True,False,Closed,Closed,,True,0050005,2022-11-08 17:21:13,2022-12-06 17:21:13,False
00600010065,00100010057,"Washington, Bernard and Ramirez - Q2 2024",Proposal/Price Quote,60,52499.8,2024-07-07,New Business,Campaign,Fly its decide should southern.,False,False,Best Case,Best Case,,True,0050003,2024-01-28 17:21:13,2024-02-02 17:21:13,False
00600010066,00100010059,Zuniga LLC - Q3 2025,Closed Won,100,6349.2,2023-10-15,New Business,Phone Inquiry,,True,True,Closed,Closed,,True,0050018,2023-05-14 17:21:13,2023-05-22 17:21:13,False
00600010067,00100010060,Miller-Caldwell - Q3 2025,Qualification,10,9046.09,2025-04-15,Existing Customer - Upgrade,Trade Show,Strategy according goal bar local.,False,False,Pipeline,Omitted,70101016,True,0050010,2025-03-15 17:21:13,2025-06-02 17:21:13,False
00600010068,00100010060,Miller-Caldwell - Q4 2024,Prospecting,5,52142.67,2025-08-29,New Business,Web,Attack body activity particularly look feeling.,False,False,Pipeline,Omitted,70101018,True,0050010,2025-05-07 17:21:13,2025-06-15 17:21:13,False
00600010069,00100010060,Miller-Caldwell - Q4 2024,Negotiation/Review,80,18760.78,2025-05-10,Existing Customer - Downgrade,Purchased List,Past television season.,False,False,Commit,Commit,,True,0050010,2025-03-14 17:21:13,2025-03-15 17:21:13,False
00600010070,00100010061,"Wilson, Hendricks and Phillips - Q4 2025",Value Proposition,40,246581.1,2023-10-19,New Business,Phone Inquiry,Around hand think audience others night.,False,False,Pipeline,Omitted,,True,0050005,2023-08-03 17:21:13,2023-09-24 17:21:13,False
00600010071,00100010062,"Aguilar, Davis and Dixon - Q1 2025",Prospecting,5,1652826.32,2021-07-09,Existing Customer - Upgrade,Trade Show,Able person career.,False,False,Pipeline,Omitted,70101015,True,0050017,2021-06-07 17:21:13,2021-06-20 17:21:13,False
00600010072,00100010062,"Aguilar, Davis and Dixon - Q4 2024",Closed Won,100,10315.29,2021-12-18,New Business,Phone Inquiry,,True,True,Closed,Closed,,True,0050017,2021-07-16 17:21:13,2021-08-11 17:21:13,False
00600010073,00100010062,"Aguilar, Davis and Dixon - Q1 2024",Needs Analysis,20,48160.68,2021-07-04,Existing Customer - Upgrade,Purchased List,Room factor treatment foreign front media keep wear.,False,False,Pipeline,Omitted,,True,0050017,2021-01-20 17:21:13,2021-03-27 17:21:13,False
00600010074,00100010064,Garcia Inc - Q2 2024,Closed Won,100,128782.37,2024-12-29,New Business,Purchased List,,True,True,Closed,Closed,,True,0050019,2024-08-16 17:21:13,2024-09-01 17:21:13,False
00600010075,00100010064,Garcia Inc - Q2 2025,Proposal/Price Quote,60,3347.25,2025-03-06,New Business,Trade Show,Alone institution education two win agreement.,False,False,Best Case,Best Case,,True,0050019,2025-02-03 17:21:13,2025-02-23 17:21:13,False
00600010076,00100010067,Green PLC - Q3 2024,Qualification,10,32072.93,2022-04-19,Existing Customer - Downgrade,Phone Inquiry,Break wait position pretty.,False,False,Pipeline,Omitted,,True,0050002,2022-01-22 17:21:13,2022-03-24 17:21:13,False
00600010077,00100010067,Green PLC - Q1 2024,Closed Lost,0,2936.89,2022-08-09,New Business,Campaign,,True,False,Closed,Closed,,True,0050002,2022-04-06 17:21:13,2022-05-15 17:21:13,False
00600010078,00100010069,Norton-Miller - Q1 2025,Negotiation/Review,80,83222.53,2024-07-19,Existing Customer - Replacement,Campaign,His ago type month.,False,False,Commit,Commit,,True,0050019,2024-03-02 17:21:13,2024-03-26 17:21:13,False
00600010079,00100010070,"Elliott, Johnson and Mcfarland - Q2 2024",Prospecting,5,80479.38,2025-09-07,New Business,Partner Referral,Son race probably dark crime enjoy state leave.,False,False,Pipeline,Omitted,,True,0050003,2025-06-01 17:21:13,2025-06-15 17:21:13,False
00600010080,00100010070,"Elliott, Johnson and Mcfarland - Q1 2025",Qualification,10,30146.06,2025-09-01,Existing Customer - Upgrade,Phone Inquiry,Show them number tonight author.,False,False,Pipeline,Omitted,,True,0050003,2025-04-12 17:21:13,2025-05-03 17:21:13,False
00600010081,00100010071,Lopez-Willis - Q4 2025,Negotiation/Review,80,18656.85,2023-07-25,New Business,Phone Inquiry,Some morning special price total ago.,False,False,Commit,Commit,,True,0050009,2023-03-27 17:21:13,2023-05-22 17:21:13,False
00600010082,00100010073,Torres Group - Q2 2024,Proposal/Price Quote,60,9913.4,2021-05-28,Existing Customer - Upgrade,Partner Referral,Sure realize step stuff traditional sometimes treat.,False,False,Best Case,Best Case,,True,0050003,2021-01-27 17:21:13,2021-02-22 17:21:13,False
00600010083,00100010073,Torres Group - Q2 2024,Proposal/Price Quote,60,85957.81,2021-06-08,New Business,Trade Show,Both standard common former game season public.,False,False,Best Case,Best Case,,True,0050003,2021-03-22 17:21:13,2021-04-28 17:21:13,False
00600010084,00100010074,"Jones, Abbott and Pope - Q4 2024",Proposal/Price Quote,60,51910.44,2025-04-08,Existing Customer - Downgrade,Web,With member any moment check control turn.,False,False,Best Case,Best Case,,True,0050001,2025-02-03 17:21:13,2025-03-26 17:21:13,False
00600010085,00100010074,"Jones, Abbott and Pope - Q4 2025",Value Proposition,40,383626.54,2025-12-09,Existing Customer - Replacement,Partner Referral,Such will care among into.,False,False,Pipeline,Omitted,,True,0050001,2025-08-17 17:21:13,2025-08-22 17:21:13,False
00600010086,00100010076,Mullen-Hall - Q1 2025,Needs Analysis,20,6073.62,2023-12-22,New Business,Web,Partner because support.,False,False,Pipeline,Omitted,,True,0050004,2023-10-03 17:21:13,2023-12-04 17:21:13,False
00600010087,00100010077,"Thompson, Nunez and Mcbride - Q3 2025",Negotiation/Review,80,8837.33,2026-01-28,New Business,Purchased List,Friend law point defense show question fast.,False,False,Commit,Commit,,True,0050017,2025-11-29 17:21:13,2026-01-22 17:21:13,False
00600010088,00100010077,"Thompson, Nunez and Mcbride - Q4 2024",Negotiation/Review,80,18752.76,2026-09-09,Existing Customer - Upgrade,Phone Inquiry,Sound early affect stuff person cold.,False,False,Commit,Commit,,True,0050017,2026-03-23 17:21:13,2026-05-26 17:21:13,False
00600010089,00100010077,"Thompson, Nunez and Mcbride - Q4 2025",Closed Won,100,792745.93,2026-01-10,New Business,Trade Show,,True,True,Closed,Closed,70101019,True,0050017,2025-09-19 17:21:13,2025-11-10 17:21:13,False
00600010090,00100010078,Glenn Inc - Q3 2024,Qualification,10,9521.54,2024-10-23,Existing Customer - Replacement,Purchased List,Project left discussion foreign work wife.,False,False,Pipeline,Omitted,,True,0050014,2024-06-16 17:21:13,2024-07-03 17:21:13,False
00600010091,00100010081,"Davis, Stanton and Reid - Q4 2025",Qualification,10,790148.99,2021-05-19,Existing Customer - Upgrade,Web,Condition over try public wear investment.,False,False,Pipeline,Omitted,,True,0050017,2021-03-23 17:21:13,2021-03-26 17:21:13,False
00600010092,00100010081,"Davis, Stanton and Reid - Q3 2024",Closed Won,100,23034.18,2021-06-08,New Business,Trade Show,,True,True,Closed,Closed,70101005,True,0050017,2021-03-31 17:21:13,2021-05-15 17:21:13,False
00600010093,00100010081,"Davis, Stanton and Reid - Q2 2024",Value Proposition,40,39837.24,2021-11-11,New Business,Partner Referral,Such teacher often.,False,False,Pipeline,Omitted,,True,0050017,2021-10-09 17:21:13,2022-01-05 17:21:13,False
00600010094,00100010082,Beck-Banks - Q1 2024,Negotiation/Review,80,82334.3,2022-07-13,New Business,Purchased List,Fine federal body enough.,False,False,Commit,Commit,,True,0050003,2022-05-31 17:21:13,2022-08-26 17:21:13,False
00600010095,00100010083,Reyes and Sons - Q1 2024,Negotiation/Review,80,39186.26,2022-12-07,New Business,Purchased List,Word early live.,False,False,Commit,Commit,,True,0050014,2022-07-21 17:21:13,2022-10-06 17:21:13,False
00600010096,00100010085,Smith Inc - Q4 2025,Qualification,10,142545.68,2021-12-25,Existing Customer - Replacement,Purchased List,Message project operation although.,False,False,Pipeline,Omitted,70101019,True,0050002,2021-08-06 17:21:13,2021-10-07 17:21:13,False
00600010097,00100010086,Hale-Blair - Q2 2024,Qualification,10,570484.13,2024-09-03,New Business,Purchased List,Left line author collection.,False,False,Pipeline,Omitted,70101006,True,0050005,2024-05-24 17:21:13,2024-07-26 17:21:13,False
00600010098,00100010086,Hale-Blair - Q3 2025,Prospecting,5,16543.53,2024-06-26,New Business,Web,Shoulder out lawyer than leader yourself two.,False,False,Pipeline,Omitted,,True,0050005,2024-02-08 17:21:13,2024-03-11 17:21:13,False
00600010099,00100010087,Warren-Baker - Q3 2024,Proposal/Price Quote,60,69007.34,2025-04-21,Existing Customer - Upgrade,Purchased List,Could country stock director science dream.,False,False,Best Case,Best Case,,True,0050005,2025-02-11 17:21:13,2025-04-18 17:21:13,False
00600010100,00100010088,Mckenzie-Duncan - Q2 2024,Qualification,10,19040.27,2025-07-11,New Business,Purchased List,Choice attorney air apply else.,False,False,Pipeline,Omitted,,True,0050018,2025-04-09 17:21:13,2025-05-15 17:21:13,False
00600010101,00100010088,Mckenzie-Duncan - Q1 2024,Needs Analysis,20,27333.03,2025-06-08,New Business,Partner Referral,Put practice service training several several summer.,False,False,Pipeline,Omitted,,True,0050018,2025-03-03 17:21:13,2025-06-01 17:21:13,False
00600010102,00100010090,Graham and Sons - Q4 2025,Closed Won,100,63957.98,2023-10-25,Existing Customer - Upgrade,Phone Inquiry,,True,True,Closed,Closed,,True,0050010,2023-06-08 17:21:13,2023-07-04 17:21:13,False
00600010103,00100010091,Aguirre LLC - Q4 2024,Proposal/Price Quote,60,5935.56,2023-11-13,New Business,Campaign,Green hotel social glass edge same memory member.,False,False,Best Case,Best Case,,True,0050002,2023-09-18 17:21:13,2023-12-17 17:21:13,False
00600010104,00100010091,Aguirre LLC - Q1 2024,Negotiation/Review,80,5216.06,2023-12-18,Existing Customer - Upgrade,Campaign,Beyond south start.,False,False,Commit,Commit,70101015,True,0050002,2023-10-03 17:21:13,2023-10-28 17:21:13,False
00600010105,00100010093,Ramirez and Sons - Q2 2025,Prospecting,5,397893.15,2025-03-27,Existing Customer - Replacement,Purchased List,Admit PM discussion letter think.,False,False,Pipeline,Omitted,70101011,True,0050003,2025-01-18 17:21:13,2025-02-17 17:21:13,False
00600010106,00100010093,Ramirez and Sons - Q4 2024,Prospecting,5,73816.79,2024-07-24,New Business,Trade Show,Accept style window best.,False,False,Pipeline,Omitted,,True,0050003,2024-05-22 17:21:13,2024-07-13 17:21:13,False
00600010107,00100010096,White LLC - Q2 2024,Qualification,10,23219.49,2024-02-16,Existing Customer - Upgrade,Trade Show,Choice still business support letter.,False,False,Pipeline,Omitted,,True,0050011,2023-11-08 17:21:13,2023-12-03 17:21:13,False
00600010108,00100010098,Ortiz PLC - Q3 2025,Value Proposition,40,12349.86,2026-06-23,Existing Customer - Downgrade,Web,Democratic cause stand owner approach.,False,False,Pipeline,Omitted,,True,0050002,2026-02-04 17:21:13,2026-02-07 17:21:13,False
00600010109,00100010098,Ortiz PLC - Q3 2025,Proposal/Price Quote,60,2548272.11,2026-12-23,New Business,Partner Referral,Third heart successful.,False,False,Best Case,Best Case,,True,0050002,2026-10-03 17:21:13,2026-10-15 17:21:13,False
00600010110,00100010099,Wood-Griffin - Q3 2025,Prospecting,5,107180.91,2024-07-01,Existing Customer - Upgrade,Phone Inquiry,Nice bad try left style now.,False,False,Pipeline,Omitted,70101006,True,0050011,2024-02-25 17:21:13,2024-04-18 17:21:13,False
