CRM_AccountId,CRM_AccountNumber,CRM_AccountName,SAP_KUNNR,SAP_NAME1,SAP_LAND1,MatchType,MatchConfidence,CreatedDate_x,DataSource,Id,Name,AccountNumber,Type,Industry,AnnualRevenue,NumberOfEmployees,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Website,Rating,OwnerId,CreatedDate_y,LastModifiedDate,IsDeleted,TotalOrders,TotalRevenue,FirstOrderDate,LastOrderDate
100010020,ACC-010020,Hall-Griffith,100010,Perrier SARL,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010020,Hall-Griffith,ACC-010020,Customer - Channel,Technology,601971.85,28,82337 Hardy Trace Suite 134,West Harry,AL,93302,USA,+1-324-200-8427,www.mitchell.com,Warm,50003,2021-07-14 17:21:13,2022-01-03 17:21:13,False,4.0,0.0,20251003.0,20251018.0
100010021,ACC-010021,Everett-Woods,100011,"Woods, Calhoun and Schmidt",GB,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010021,Everett-Woods,ACC-010021,Customer - Direct,Technology,2874082.06,295,7190 Edward Port,Christopherbury,DE,73648,USA,001-269-399-3867x74964,www.garrett.com,Hot,50001,2025-03-29 17:21:13,2025-05-16 17:21:13,False,3.0,0.0,20250926.0,20251007.0
100010023,ACC-010023,"Holloway, Morse and Gonzales",100012,Sandoval-Cunningham,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010023,"Holloway, Morse and Gonzales",ACC-010023,Customer - Direct,Media,15903724.64,24,464 Kim Rapid Apt. 659,Anthonybury,TX,75893,USA,001-604-490-2787,www.graham.info,Warm,50002,2023-10-20 17:21:13,2024-04-14 17:21:13,False,5.0,0.0,20250929.0,20251013.0
100010026,ACC-010026,Morgan-French,100013,Williams PLC,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010026,Morgan-French,ACC-010026,Customer - Direct,Technology,7694571.84,1,44997 Sean Orchard Suite 588,Gibsonmouth,VI,25228,USA,001-939-263-6057x662,www.shaw.com,Cold,50011,2021-09-21 17:21:13,2022-05-15 17:21:13,False,1.0,0.0,20251018.0,20251018.0
100010027,ACC-010027,Sawyer Group,100014,Harper and Sons,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010027,Sawyer Group,ACC-010027,Customer - Direct,Transportation,4932222.56,8,702 Pitts Drives,South Kimberlyview,MA,82192,USA,001-561-658-6578x091,www.francis.com,Warm,50007,2022-10-22 17:21:13,2022-12-25 17:21:13,False,4.0,0.0,20250928.0,20251022.0
100010032,ACC-010032,Vaughn and Sons,100015,Dobes,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010032,Vaughn and Sons,ACC-010032,Customer - Channel,Energy,4418532.07,143,3515 Brown Harbor Apt. 171,Lake Danielle,AK,7130,USA,232-693-1839x33529,www.huerta.com,Hot,50004,2022-07-30 17:21:13,2022-11-06 17:21:13,False,1.0,0.0,20251001.0,20251001.0
100010033,ACC-010033,Rodriguez Inc,100016,Walker-Velasquez,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010033,Rodriguez Inc,ACC-010033,Customer - Direct,Retail,1296198.46,16,53950 Joseph Crossroad,Foxland,NJ,59257,USA,001-258-991-7839x08470,www.simmons-rodriguez.info,Cold,50003,2021-11-12 17:21:13,2021-12-18 17:21:13,False,4.0,0.0,20250925.0,20251019.0
100010036,ACC-010036,"Villegas, Cardenas and Austin",100017,Leroy,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010036,"Villegas, Cardenas and Austin",ACC-010036,Customer - Direct,Technology,1925480.94,34212,402 Park Inlet,Michaelburgh,VI,19277,USA,001-861-920-1836,www.moore-collins.com,Hot,50016,2025-05-14 17:21:13,2025-09-11 17:21:13,False,2.0,0.0,20251008.0,20251010.0
100010037,ACC-010037,"Carlson, Ware and Moore",100018,"Frost, Ryan and Ball",US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010037,"Carlson, Ware and Moore",ACC-010037,Customer - Direct,Financial Services,3194155.72,217,147 Tucker Mills,Nelsonhaven,DE,45743,USA,(614)597-8403x69003,www.duran.com,Warm,50006,2020-12-15 17:21:13,2021-02-05 17:21:13,False,3.0,0.0,20250930.0,20251011.0
100010038,ACC-010038,Smith Ltd,100019,Chauvet Colas SARL,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010038,Smith Ltd,ACC-010038,Customer - Direct,Transportation,2532684.62,293,26838 Jones Wall Apt. 607,Port Lawrencechester,OK,53509,USA,001-864-316-0529x751,www.graham.net,Warm,50003,2023-09-07 17:21:13,2024-01-28 17:21:13,False,2.0,0.0,20250925.0,20251003.0
100010040,ACC-010040,Bell Inc,100020,Caspar,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010040,Bell Inc,ACC-010040,Customer - Direct,Transportation,29287154.92,75,7005 Jones Way Apt. 998,Fordside,WY,97352,USA,2799359782,www.shepherd.com,Cold,50014,2021-02-19 17:21:13,2021-08-25 17:21:13,False,2.0,0.0,20251012.0,20251021.0
100010041,ACC-010041,"Lucas, Williams and Zimmerman",100021,Stroh,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010041,"Lucas, Williams and Zimmerman",ACC-010041,Customer - Direct,Energy,240050.57,33,892 Watson Haven Suite 659,Port Crystalmouth,CA,43714,USA,486-744-9251,www.ponce-hale.biz,Warm,50017,2024-11-25 17:21:13,2025-06-03 17:21:13,False,3.0,0.0,20251008.0,20251017.0
100010043,ACC-010043,Griffith Inc,100022,Barthelemy Martineau S.A.S.,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010043,Griffith Inc,ACC-010043,Customer - Direct,Media,3429289.41,848,3794 Young Garden Suite 735,Murrayport,WI,50553,USA,386.623.9240x75818,www.hines.info,Warm,50013,2022-01-21 17:21:13,2022-06-07 17:21:13,False,4.0,0.0,20251005.0,20251018.0
100010044,ACC-010044,"Hernandez, Kim and Potts",100023,Newton-Henderson,FR,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010044,"Hernandez, Kim and Potts",ACC-010044,Customer - Direct,Media,22031934.5,546,5060 Shaw Freeway,Vangstad,IN,4195,USA,215-622-0472x77901,www.conley.org,Cold,50015,2021-11-17 17:21:13,2022-11-02 17:21:13,False,3.0,0.0,20251018.0,20251023.0
100010045,ACC-010045,"Henderson, Parsons and Young",100024,"James, Smith and Bell",US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010045,"Henderson, Parsons and Young",ACC-010045,Customer - Direct,Manufacturing,143105876.91,38,36971 Mary Parks,Lake Zacharybury,VT,19319,USA,260-895-3962x1851,www.williams-hughes.com,Warm,50017,2022-03-07 17:21:13,2022-04-13 17:21:13,False,2.0,0.0,20250925.0,20251006.0
100010046,ACC-010046,Burgess-Kelly,100025,Bigot Rodriguez S.A.S.,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010046,Burgess-Kelly,ACC-010046,Customer - Direct,Energy,6641438.7,3,3195 Bradley Plains,Lisaburgh,MP,90243,USA,772.621.7043x030,www.sanders.com,Warm,50008,2022-05-26 17:21:13,2023-04-17 17:21:13,False,3.0,0.0,20251003.0,20251019.0
100010049,ACC-010049,Fitzgerald Group,100026,Smith-Reeves,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010049,Fitzgerald Group,ACC-010049,Customer - Channel,Telecommunications,755107.65,46,144 Lewis Ridge Suite 731,Port Charles,HI,94003,USA,515.351.8844x225,www.conner.info,Hot,50009,2024-11-24 17:21:13,2025-07-19 17:21:13,False,4.0,0.0,20250928.0,20251017.0
100010051,ACC-010051,Meza-Stone,100027,Thies Hertrampf e.G.,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010051,Meza-Stone,ACC-010051,Customer - Direct,Retail,5621580.99,13221,43842 Mendez Course Apt. 992,Lake Claudia,MH,79817,USA,690-601-0943x96907,www.sanchez-aguirre.biz,Warm,50005,2022-03-24 17:21:13,2023-03-12 17:21:13,False,4.0,0.0,20250927.0,20251023.0
100010053,ACC-010053,Peck-Griffith,100028,Lowe LLC,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010053,Peck-Griffith,ACC-010053,Customer - Direct,Technology,13232477.25,492,78774 Johnson Lock,Levyborough,OR,46755,USA,3048797480,www.khan.com,Warm,50005,2021-12-22 17:21:13,2022-06-07 17:21:13,False,2.0,0.0,20251002.0,20251011.0
100010054,ACC-010054,Diaz-Morales,100029,Foucher,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010054,Diaz-Morales,ACC-010054,Customer - Direct,Energy,1355811.91,192,8416 Duran Harbors,East Theresafurt,MN,44945,USA,+1-252-239-8680,www.reeves.net,Warm,50019,2021-02-01 17:21:13,2021-03-02 17:21:13,False,1.0,0.0,20251017.0,20251017.0
100010055,ACC-010055,Hernandez-Barry,100030,Cook-Shaw,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010055,Hernandez-Barry,ACC-010055,Customer - Channel,Technology,156268346.75,339,9526 Wheeler Parkways,Ericksonport,NJ,2681,USA,(551)269-4097x499,www.castillo.biz,Warm,50016,2024-07-12 17:21:13,2024-07-29 17:21:13,False,6.0,0.0,20250926.0,20251024.0
100010057,ACC-010057,"Washington, Bernard and Ramirez",100031,Spieß Salz GmbH,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010057,"Washington, Bernard and Ramirez",ACC-010057,Customer - Direct,Technology,232887659.99,2,44375 Bailey Underpass Suite 419,Huangfurt,GU,45738,USA,001-624-404-1574x73384,www.gilbert.com,Cold,50003,2023-07-26 17:21:13,2023-12-11 17:21:13,False,3.0,0.0,20251001.0,20251018.0
100010059,ACC-010059,Zuniga LLC,100032,Dussen van Weimer KG,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010059,Zuniga LLC,ACC-010059,Customer - Direct,Manufacturing,3088379.52,4,49915 Gibson Row,Smallberg,PR,66589,USA,543.415.2742x054,www.chase.net,Warm,50018,2022-08-20 17:21:13,2023-01-29 17:21:13,False,1.0,0.0,20251004.0,20251004.0
100010061,ACC-010061,"Wilson, Hendricks and Phillips",100033,"Curtis, Dawson and Mitchell",US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010061,"Wilson, Hendricks and Phillips",ACC-010061,Customer - Channel,Media,91551.49,12,27279 Perry Plaza,Toddborough,WV,32936,USA,+1-491-487-8519x10883,www.bond-ramos.com,Cold,50005,2023-01-06 17:21:13,2023-07-28 17:21:13,False,1.0,0.0,20251005.0,20251005.0
100010062,ACC-010062,"Aguilar, Davis and Dixon",100034,"Soto, Brown and Hernandez",US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010062,"Aguilar, Davis and Dixon",ACC-010062,Customer - Direct,Telecommunications,17035887.36,755,2867 Angelica Spring,Jenniferfurt,KS,896,USA,001-639-810-6518x0170,www.mack.biz,Hot,50017,2020-11-08 17:21:13,2021-10-04 17:21:13,False,1.0,0.0,20250928.0,20250928.0
100010063,ACC-010063,Haney-Reyes,100035,Hahn,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010063,Haney-Reyes,ACC-010063,Customer - Channel,Healthcare,1148105.57,990,1825 Gregory Plain Suite 823,Port Andrewport,NH,88777,USA,001-286-886-3375x2431,www.miranda.com,Cold,50017,2023-03-30 17:21:13,2023-06-12 17:21:13,False,2.0,0.0,20251006.0,20251012.0
100010064,ACC-010064,Garcia Inc,100036,"Hall, Baker and Moody",US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010064,Garcia Inc,ACC-010064,Customer - Direct,Transportation,1436067.19,1062,030 Gonzales Plains Apt. 028,Jimshire,MD,76191,USA,+1-453-842-8364x408,www.simpson.biz,Cold,50019,2024-04-30 17:21:13,2024-07-11 17:21:13,False,4.0,0.0,20250925.0,20251022.0
100010065,ACC-010065,"Flores, Butler and Hernandez",100037,Faure,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010065,"Flores, Butler and Hernandez",ACC-010065,Customer - Channel,Retail,4895440.81,29,87334 Linda Centers Suite 688,South John,IL,43789,USA,+1-317-551-8304x6990,www.ramsey.com,Warm,50004,2024-06-06 17:21:13,2025-03-21 17:21:13,False,5.0,0.0,20250929.0,20251018.0
100010068,ACC-010068,"Hernandez, Robinson and Bryant",100038,Turner Group,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010068,"Hernandez, Robinson and Bryant",ACC-010068,Customer - Direct,Retail,7968555.58,7,977 Adam Plaza,Smithhaven,VA,36511,USA,+1-440-586-2118,www.harvey.com,Cold,50017,2023-05-31 17:21:13,2024-03-25 17:21:13,False,3.0,0.0,20250928.0,20251019.0
100010071,ACC-010071,Lopez-Willis,100039,Miller-King,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010071,Lopez-Willis,ACC-010071,Customer - Direct,Manufacturing,835106.71,134,94311 Moore Station Apt. 655,North Adamport,NV,47676,USA,001-341-721-2678x88610,www.davis.biz,Hot,50009,2022-12-16 17:21:13,2023-08-26 17:21:13,False,3.0,0.0,20251019.0,20251024.0
100010073,ACC-010073,Torres Group,100040,Rivière,GB,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010073,Torres Group,ACC-010073,Customer - Direct,Technology,5117542.82,152,657 Jordan View Apt. 459,South Leon,MO,42331,USA,479-235-6465x1939,www.murray.com,Hot,50003,2020-12-26 17:21:13,2021-02-21 17:21:13,False,4.0,0.0,20250930.0,20251021.0
100010077,ACC-010077,"Thompson, Nunez and Mcbride",100041,Rohleder Fiebig GmbH,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010077,"Thompson, Nunez and Mcbride",ACC-010077,Customer - Channel,Manufacturing,662336.86,10,251 Kevin Falls,Heatherhaven,MS,55320,USA,+1-629-466-2782x827,www.edwards.org,Warm,50017,2025-06-16 17:21:13,2025-12-31 17:21:13,False,2.0,0.0,20250930.0,20251024.0
100010078,ACC-010078,Glenn Inc,100042,Lebrun,GB,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010078,Glenn Inc,ACC-010078,Customer - Direct,Retail,10249044.3,1033,36887 Cohen Mall Suite 721,Port Kathleenport,AZ,36526,USA,384.327.9788,www.hampton-morrow.com,Hot,50014,2023-09-04 17:21:13,2024-07-06 17:21:13,False,6.0,0.0,20250926.0,20251019.0
100010079,ACC-010079,"Carson, Williams and Ball",100043,Cameron Group,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010079,"Carson, Williams and Ball",ACC-010079,Customer - Direct,Energy,233172.45,5784,1340 Baker Wall,South Michelleville,WI,31557,USA,595.296.2923,www.bell.com,Cold,50018,2023-03-11 17:21:13,2023-12-07 17:21:13,False,2.0,0.0,20251007.0,20251012.0
100010081,ACC-010081,"Davis, Stanton and Reid",100044,Toussaint,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010081,"Davis, Stanton and Reid",ACC-010081,Customer - Direct,Retail,954008.93,2623,86363 Adams Village Suite 589,New Melissa,WY,45555,USA,+1-600-417-0127x70632,www.davis-ward.com,Cold,50017,2020-12-27 17:21:13,2021-01-02 17:21:13,False,3.0,0.0,20251002.0,20251021.0
100010084,ACC-010084,"Griffith, Mitchell and Pugh",100045,Thomas Inc,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010084,"Griffith, Mitchell and Pugh",ACC-010084,Customer - Direct,Technology,4158193.42,415,438 Julie Hill,Port Rachaelbury,NM,51079,USA,437-891-8055,www.fisher.info,Warm,50017,2021-08-09 17:21:13,2021-12-24 17:21:13,False,5.0,0.0,20251002.0,20251017.0
100010086,ACC-010086,Hale-Blair,100046,Labbé,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010086,Hale-Blair,ACC-010086,Customer - Channel,Financial Services,34573372.68,169,31617 Kyle Streets,North Alexander,DC,92447,USA,4276588425,www.tanner.biz,Warm,50005,2023-11-28 17:21:13,2024-01-25 17:21:13,False,4.0,0.0,20251017.0,20251020.0
100010087,ACC-010087,Warren-Baker,100047,"Harris, Stewart and Slater",US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010087,Warren-Baker,ACC-010087,Customer - Direct,Transportation,1059685.56,23825,7850 Villarreal Expressway,Ericville,MH,75724,USA,+1-213-880-0030x75622,www.morris.com,Warm,50005,2024-03-02 17:21:13,2024-10-11 17:21:13,False,5.0,0.0,20250926.0,20251016.0
100010089,ACC-010089,"Mccullough, Hodges and Sanchez",100048,Hübel GmbH,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010089,"Mccullough, Hodges and Sanchez",ACC-010089,Customer - Direct,Financial Services,1907275.48,623,0385 Stephanie Alley,Sweeneyport,CT,27396,USA,336.370.2410x38657,www.anderson.org,Warm,50015,2025-10-18 17:21:13,2026-03-02 17:21:13,False,,,,
100010090,ACC-010090,Graham and Sons,100049,Webster and Sons,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010090,Graham and Sons,ACC-010090,Customer - Direct,Telecommunications,147865624.07,233,4565 Chavez Fort,East Derekshire,CT,20870,USA,527-975-6185,www.ford-phelps.com,Cold,50010,2023-01-03 17:21:13,2023-04-05 17:21:13,False,3.0,0.0,20251007.0,20251009.0
100010092,ACC-010092,"Willis, Lowery and Jones",100050,Bolnbach,GB,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010092,"Willis, Lowery and Jones",ACC-010092,Customer - Direct,Financial Services,42202.51,8641,72151 Sheri Causeway,New Ryan,VA,52274,USA,506.662.5324x4720,www.jenkins-pierce.com,Warm,50011,2020-12-07 17:21:13,2021-10-24 17:21:13,False,1.0,0.0,20251023.0,20251023.0
100010093,ACC-010093,Ramirez and Sons,100051,Lemaître,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010093,Ramirez and Sons,ACC-010093,Customer - Direct,Media,10023585.48,23,83806 Castillo Tunnel Suite 598,Paulburgh,AK,42296,USA,+1-530-540-7859x321,www.ferguson-moody.com,Warm,50003,2024-02-21 17:21:13,2025-01-14 17:21:13,False,1.0,0.0,20251011.0,20251011.0
100010094,ACC-010094,Johnston Group,100052,Matthews and Sons,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010094,Johnston Group,ACC-010094,Customer - Channel,Manufacturing,212919.71,406,23955 Jade Knoll Apt. 937,Gregoryton,CO,7863,USA,593.408.7059,www.love-sellers.com,Cold,50018,2022-12-20 17:21:13,2023-10-28 17:21:13,False,,,,
100010095,ACC-010095,Johnson PLC,100053,Hande,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010095,Johnson PLC,ACC-010095,Customer - Direct,Energy,185687.84,101,85156 Matthew Islands,East Jessica,NE,84290,USA,452.289.5392x6442,www.fry.org,Warm,50014,2024-09-12 17:21:13,2024-11-30 17:21:13,False,4.0,0.0,20250925.0,20251009.0
100010096,ACC-010096,White LLC,100054,Linke,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010096,White LLC,ACC-010096,Customer - Direct,Transportation,3007885.6,24,917 Mark Club,West Toni,GA,83887,USA,657-304-3315,www.smith.com,Warm,50011,2023-09-20 17:21:13,2023-12-12 17:21:13,False,5.0,0.0,20251003.0,20251024.0
100010098,ACC-010098,Ortiz PLC,100055,Joseph-Wallace,GB,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010098,Ortiz PLC,ACC-010098,Customer - Channel,Media,377199011.01,79,443 Brandon Ports Suite 205,South Christopherfort,ID,13213,USA,9329417146,www.baker.com,Warm,50002,2025-10-23 17:21:13,2026-08-26 17:21:13,False,1.0,0.0,20250926.0,20250926.0
100010100,ACC-010100,"Lester, Mcbride and Byrd",100056,Boutin SA,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010100,"Lester, Mcbride and Byrd",ACC-010100,Customer - Channel,Manufacturing,68859229.08,1,72233 Brad Common,Harrisberg,MP,78495,USA,251-816-8685x487,www.perry.org,Warm,50005,2025-09-15 17:21:13,2025-11-12 17:21:13,False,4.0,0.0,20251003.0,20251018.0
100010101,ACC-010101,"Aguilar, Hanna and Garcia",100057,Reynolds Ltd,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010101,"Aguilar, Hanna and Garcia",ACC-010101,Customer - Direct,Telecommunications,391395.85,40,148 Humphrey Greens,Penashire,PA,62504,USA,8247629960,www.young.com,Warm,50012,2023-10-12 17:21:13,2024-03-18 17:21:13,False,3.0,0.0,20250929.0,20251018.0
100010102,ACC-010102,Morgan LLC,100058,Nicolas Marty S.A.S.,DE,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010102,Morgan LLC,ACC-010102,Customer - Direct,Healthcare,42050.95,67,7132 Mccann Mills Suite 469,East Scottchester,WA,64000,USA,001-485-508-2148x62890,www.hood.com,Warm,50018,2024-06-21 17:21:13,2024-07-21 17:21:13,False,6.0,0.0,20251010.0,20251017.0
100010103,ACC-010103,Williams-Ward,100059,Reese and Sons,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010103,Williams-Ward,ACC-010103,Customer - Direct,Energy,68767936.47,436,5786 Erin Garden,Tracymouth,HI,62705,USA,001-885-252-4140,www.nash.com,Warm,50019,2024-06-18 17:21:13,2025-04-05 17:21:13,False,1.0,0.0,20251004.0,20251004.0
100010104,ACC-010104,"Perez, Clark and Pearson",100060,Ramos-Coleman,US,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010104,"Perez, Clark and Pearson",ACC-010104,Customer - Direct,Retail,53300905.19,10,072 Carolyn Branch,West Charlene,ME,93921,USA,001-846-365-7437x489,www.hunt.com,Warm,50013,2025-05-16 17:21:13,2025-06-29 17:21:13,False,2.0,0.0,20251012.0,20251017.0
100010105,ACC-010105,"Holland, Lynch and Evans",100061,Quinn PLC,GB,Direct_Master_Match,100,2025-10-25 17:36:40,Synthetic_Generated,100010105,"Holland, Lynch and Evans",ACC-010105,Customer - Direct,Transportation,1586679.97,92,1545 Green Station,Jacobhaven,WV,31997,USA,8968520744,www.doyle-aguilar.org,Hot,50016,2021-09-17 17:21:13,2022-05-24 17:21:13,False,5.0,0.0,20250926.0,20251018.0
